date,open,high,low,close,volume,sma_20,ema_20,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,published_at,sentiment_score,sma_50,sma_200,ema_50,ema_200,volatility,close_lag_1,close_lag_2,close_lag_3,close_lag_4,close_lag_5
2023-10-18,0.0010287411587231454,0.0,0.0,0.0,0.0,32.69779977798463,33.117196170278525,0.32752641875993427,0.29725902741421495,0.27001683232246276,0.5097249561502638,0.0,0.0,0.010806704626068003,2025-03-06 08:00:23,0.0,0.0004379801414577389,0.0,0.0,0.0,0.0,0.0015768558650664788,0.0,0.0,0.001349324825969958,0.004110669692767188
2023-10-19,0.0,0.0020660877006074413,0.0004494194208275598,0.003322215151892155,0.017249397976373808,32.779249858856204,33.22365373599977,0.4410474872739376,0.29889796509046546,0.2708845390484146,0.5126276488206187,0.0004729433107055342,0.0002233343457904019,0.010651133989733469,2025-03-06 08:00:23,0.0,0.00022292865958069286,0.000479320449782078,1.6236213480180783e-05,0.00016383542014408725,0.000967139950474238,0.0,0.0024148118377312483,0.0019010962941908988,0.0,0.001349324825969958
2023-10-20,0.004562663520611854,0.004662454387522566,0.004748354973378471,0.0047532086835250925,0.05247165579751336,32.90539999008179,33.374162985379996,0.4844830558110407,0.3007794447833019,0.27203862137634105,0.5155560707488228,0.0011772978785156984,0.0005692352549995922,0.010449801551684429,2025-03-06 08:00:23,0.0,4.1325711139530985e-05,0.0009237843131231493,0.0001051499848924442,0.0003515954217658268,0.002371754069024186,0.003322215151892155,0.0008392793953016786,0.004311317342086257,0.0019010962941908988,0.0
2023-10-23,0.004900929286590638,0.008963535408210571,0.005251278164037976,0.012159665108371381,0.09433942763831041,33.15485010147095,33.79081418194537,0.6591237662739625,0.3051677770883528,0.27403458996546115,0.5241650380328132,0.003780575162694977,0.0012532220213513912,0.008347642813854791,2025-03-06 08:00:23,0.0,0.0,0.0014604298555736528,0.0005700328583899961,0.0006697521923328953,0.009162262204096914,0.0047532086835250925,0.00415870628047009,0.0027387801385443666,0.004311317342086257,0.0019010962941908988
2023-10-24,0.015454936561657681,0.01978301730076773,0.020012624358889772,0.024075382083715388,0.194094484120012,33.69270009994507,34.61902230859046,0.8230925669783707,0.3132346843604863,0.27760327416949626,0.5402473259853788,0.00951115200543104,0.0027279949897414946,0.0036496233663779742,2025-03-06 08:00:23,0.0,0.000218384222886836,0.0021027138761180453,0.0016271644624332865,0.0011975349484366904,0.024193236542051747,0.012159665108371381,0.005588498808717118,0.006051896473562551,0.0027387801385443666,0.004311317342086257
2023-10-25,0.020708060293891647,0.021845186720648432,0.02639013493756881,0.026175343025919284,0.09212770135494075,34.28065004348755,35.44787719312388,0.8440198485896654,0.3202507158864398,0.2821732503012601,0.5504863450131022,0.014030676693411792,0.004340140915116364,0.0009702796392308116,2025-03-06 08:00:23,0.0,0.0005641994435400949,0.0027299136151601455,0.0027504274890919472,0.001757567387274478,0.034839770806202666,0.024075382083715388,0.012988739147293829,0.0074789708285326745,0.006051896473562551,0.0027387801385443666
2023-10-26,0.01776511624951954,0.018017416031112912,0.021339493359200462,0.021203340842243873,0.06595905205824903,34.70330018997193,36.00950805289333,0.688206509955437,0.32359611545539424,0.28664699499262053,0.5495023007777806,0.01644895943691972,0.005499038401199127,0.00021348451641971244,2025-03-06 08:00:23,0.0,0.0008294842872400149,0.00327268033210798,0.0035749097699897675,0.002223236994029182,0.03973946660594628,0.026175343025919284,0.024894455506900184,0.014865142597625586,0.0074789708285326745,0.006051896473562551
2023-10-27,0.01776511624951954,0.016340189597887675,0.019191362411810742,0.01952084895024786,0.037713033682317564,35.095700168609625,36.45393573240293,0.6401579000998351,0.32531476322880154,0.2906461043617139,0.5446487710914422,0.01821825136217453,0.006574990586629095,0.00018080954376999137,2025-03-06 08:00:23,0.0,0.00119287210028092,0.003787634601498918,0.0042808600930011875,0.0026542270120185063,0.04271073814483904,0.021203340842243873,0.026992653995154353,0.026748225043981014,0.014865142597625586,0.0074789708285326745
2023-10-30,0.018362060748080472,0.018930660133881283,0.02234801339829097,0.022905941090651152,0.04724206000599441,35.549350070953366,36.984227506377024,0.6878487861050547,0.32772230924959855,0.29443390270845304,0.5424879451437488,0.02036531871674488,0.007818888727351217,0.0,2025-03-06 08:00:23,0.0,0.0017479218776128153,0.004297852270380431,0.00513255494242118,0.0031413797892618223,0.04648264240342778,0.01952084895024786,0.022024824710465102,0.02884243465486469,0.026748225043981014,0.014865142597625586
2023-10-31,0.017068682266291976,0.016793863573811102,0.02236139189194912,0.023703176022795813,0.025496863276042052,36.10965013504028,37.49420590595105,0.6987304059603449,0.3296294952964173,0.29793034210417707,0.5395085644449459,0.02217294076933657,0.009355219286144342,0.0009651064480984267,2025-03-06 08:00:23,0.0,0.0022820057598782056,0.004799252586640962,0.005991694831708014,0.0036379223535314142,0.04834256437722162,0.022905941090651152,0.020343744899246785,0.023884049692018725,0.02884243465486469,0.026748225043981014
2023-11-01,0.019679326725729626,0.018017416031112912,0.022979343595586996,0.02452806953868744,0.03963537521833046,36.64100008010864,37.98685294508852,0.7103465039438662,0.33113375023242353,0.3010952001341776,0.5361178770551234,0.02391187395632896,0.010812169249824755,0.001845562919805116,2025-03-06 08:00:23,0.0,0.0028707463173222036,0.005262590021157892,0.006859404834225383,0.004144255203073988,0.05018830217678906,0.023703176022795813,0.023725996001565455,0.022206165775399772,0.023884049692018725,0.02884243465486469
2023-11-02,0.02184026839131098,0.02274074986258484,0.02609319564812193,0.031308307997699666,0.08429364283721075,37.29205007553101,38.689343041975555,0.7944248345055388,0.3346355716860428,0.30448308677896047,0.5383985248534762,0.02661422590854802,0.0125973341416038,0.002119588308045345,2025-03-06 08:00:23,0.0,0.003520505992467657,0.005827193672889169,0.008040459806089903,0.004766631897331286,0.05434508460995073,0.02452806953868744,0.024522561830858353,0.02558198689268179,0.022206165775399772,0.023884049692018725
2023-11-03,0.022735688934432938,0.024732210423002818,0.03074791137069402,0.031388789391752145,0.05959258761639986,37.858650112152105,39.327977081574424,0.7953216880618464,0.33704083841552246,0.30778134978652827,0.5374820507450111,0.029047542339000226,0.014150939087719347,0.002243343880425977,2025-03-06 08:00:23,0.0,0.004231830302638934,0.006391943079004453,0.009179322210122465,0.005384253031142122,0.05823285340812462,0.031308307997699666,0.025346763030618766,0.026377038373628536,0.02558198689268179,0.022206165775399772
2023-11-06,0.025927360485752185,0.026460501868529177,0.03331871495639564,0.03281726937883368,0.042787601930609674,38.45455026626587,39.95988414535026,0.8117717847368918,0.33908705816541024,0.31092014690423314,0.5358513831690889,0.0313782060684064,0.015784884317132153,0.0026951460698142887,2025-03-06 08:00:23,0.0,0.004980662858436055,0.006925358026033335,0.01034670883884968,0.006021238578639565,0.06156418966158869,0.031388789391752145,0.032121310975197104,0.02719967268754242,0.026377038373628536,0.02558198689268179
