date,open,high,low,close,volume,sma_20,ema_20,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,published_at,sentiment_score,rolling_3d_avg,rolling_5d_avg,rsi_7,close_lag,rsi_7_lag,ema_20_lag
2023-01-03,0.27001958622493016,0.2755524351503291,0.20800745441201962,0.19935103064163306,0.5355549009038372,,,,,,,,,,,,,,,,,
2023-01-04,0.18906970106573717,0.19927927568677672,0.1907919949903556,0.21084014502614412,0.9100351840476697,,,1.0,,,,,,,,,,,,0.19935103064163306,,
2023-01-05,0.2550519311843482,0.2839149596763424,0.2562464781306264,0.2994517913231973,0.9932358459423433,,,1.0,,,,,,,,,0.23654765566365818,,,0.21084014502614412,,
2023-01-06,0.3245443304205753,0.3603053941707317,0.3194644222847274,0.3742535321162608,0.2845457622444247,,,1.0,,,,,,,,,0.2948484894885341,,,0.2994517913231973,,
2023-01-09,0.3405279127117298,0.38498572291118527,0.3463610430921229,0.3862221501736933,0.47825441994375567,,,1.0,,,,,,,,,0.3533091578710505,0.29402372985618574,,0.3742535321162608,,
2023-01-10,0.4127998291233994,0.4522092691865216,0.42406129144426474,0.46401592065370956,0.6028182756473739,,,1.0,,,,,,,,,0.40816386764788787,0.346956707858601,,0.3862221501736933,,0.29402372985618574
2023-01-11,0.46700372397855205,0.4827651265850732,0.4718767696162611,0.49992044333368413,0.43393380217539373,,,1.0,,,,,,,,,0.45005283805369567,0.404772767520109,100.0,0.46401592065370956,,0.346956707858601
2023-01-12,0.49109495928313307,0.4888769253323466,0.48383121562687004,0.4700003129006962,0.5291668233652163,,,0.8967150325563004,,,,,,,,,0.47797889229602997,0.4388824718356088,90.62066137305267,0.49992044333368413,100.0,0.404772767520109
2023-01-13,0.45495901468726574,0.4705433193689206,0.46590029965731117,0.4759845387111421,0.3134827610702302,,,0.8985323767047971,,,,,,,,,0.4819684316485075,0.4592286731545851,87.34198517250049,0.4700003129006962,90.62066137305267,0.4388824718356088
2023-01-17,0.43689005506192014,0.43387510391966844,0.4300377949716667,0.4460629103492906,0.28114958234613247,,,0.7998148490406581,,,,,,,,,0.4640159206537096,0.4711968251897045,68.7498804915232,0.4759845387111421,87.34198517250049,0.4592286731545851
2023-01-18,0.4609808771738877,0.4705424832941294,0.4539455992721173,0.4460629103492906,0.25611333274832543,,,0.7998148490406581,,,,,,,,,0.45603678646990775,0.4676062231288207,66.66648124713186,0.4460629103492906,68.7498804915232,0.4711968251897045
2023-01-19,0.4248447158018218,0.43387510391966844,0.4300377949716667,0.4460629103492906,0.42187532645531167,,,0.7998148490406581,,,,,,,,,0.4460629103492906,0.45683471653194196,41.17619149677618,0.4460629103492906,66.66648124713186,0.4676062231288207
2023-01-20,0.4067772486713013,0.42776429178977105,0.42406138154364204,0.41614277991630244,0.22454693226026165,,,0.6981809620280036,,,,,,,,,0.43608953353829455,0.4460632099350633,6.250097780002619,0.4460629103492906,41.17619149677618,0.45683471653194196
2023-01-23,0.3887089074962433,0.37887410324438986,0.35831458395101246,0.3503169617475572,0.560288199972421,,,0.5216651449811796,,,,,,,,,0.40417421733771675,0.42092969454234624,4.545494770563309,0.41614277991630244,6.250097780002619,0.4460632099350633
2023-01-24,0.37666370063312327,0.37276300994210976,0.3822225231798235,0.39220604311105856,0.1953717516390668,,,0.5761890951802624,,,,,,,,,0.3862219282583061,0.41015832109469985,24.9999503342505,0.3503169617475572,4.545494770563309,0.42092969454234624
2023-01-25,0.3826863715063413,0.403319165728071,0.39417642779751194,0.39220604311105856,0.3783267102079703,,,0.5761890951802624,,,,,,,,,0.37824301598989146,0.39938694764705346,30.434898277046273,0.39220604311105856,24.9999503342505,0.41015832109469985
2023-01-26,0.4007542309403025,0.4033190080613587,0.4001532297181609,0.4041741618588699,0.23563074300184275,,,0.5916139335087621,,,,,,,,,0.39619541602699565,0.3910091979489693,36.0000445008121,0.39220604311105856,30.434898277046273,0.39938694764705346
2023-01-27,0.36461838098353727,0.3544293390565676,0.3523377831630812,0.3383488429997459,0.3500697830874211,,,0.443759181214019,,,,,,,,,0.37824301598989146,0.37545041056565803,25.00003862918912,0.4041741618588699,36.0000445008121,0.3910091979489693
2023-01-30,0.340527620503583,0.3360955666804304,0.3463607552582082,0.34433290237365144,0.38224939723291257,,,0.45325195245734273,,,,,,,,,0.36228530241075574,0.3742535986908769,31.24994024560573,0.3383488429997459,25.00003862918912,0.37545041056565803
2023-01-31,0.38870929867828896,0.38498573514057766,0.38819972708708894,0.398190435358045,0.16212345338531545,0.39117387623627975,0.38130424161981447,0.5308540372147713,,,,0.466243688130326,0.39117387623627975,0.3191130463786007,,,0.36029072691048075,0.37545047714027413,63.33343840450049,0.34433290237365144,31.24994024560573,0.3742535986908769
2023-02-01,0.3766639975683319,0.37276331453052003,0.3583150021961956,0.3563015204310842,0.14395060025991066,0.4001572394596984,0.3776956217046499,0.44872586676782567,,,,0.44871579828697516,0.4001572394596984,0.3563619055733933,,,0.36627495272092686,0.3682695726042793,40.00007416795148,0.398190435358045,63.33343840450049,0.37545047714027413
