date,open,high,low,close,volume,sma_20,ema_20,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,published_at,sentiment_score,rolling_3d_avg,rolling_5d_avg,rsi_7,close_lag,rsi_7_lag,ema_20_lag
2023-01-03,0.47960856103927796,0.48510816752201635,0.46802319709810525,0.4647540755503874,0.040346807946112964,,,,,,,,,,,,,,,,,
2023-01-04,0.48368680215894444,0.4802120946757735,0.4846345561988632,0.48278680502551974,0.10749848078947594,,,1.0,,,,,,,,,,,,0.4647540755503874,,
2023-01-05,0.4641109647496777,0.4451245064414453,0.43770760139423404,0.4213113990338815,0.041231801569708224,,,0.7546393761890151,,,,,,,,,0.45628409320326285,,,0.48278680502551974,,
2023-01-06,0.43311577217047725,0.4190125848433566,0.35880404170978597,0.3745901154946427,0.08840179052868527,,,0.6186639439229842,,,,,,,,,0.426229439851348,,,0.4213113990338815,,
2023-01-09,0.3907015355711956,0.46470833091121055,0.40323924512400344,0.42295078071526837,0.09066306050309406,,,0.6718277647882536,,,,,,,,,0.4062840984145975,0.4332786351639399,,0.3745901154946427,,
2023-01-10,0.42985321038972923,0.4916361090119381,0.4401993527846457,0.48934417541102593,0.04138671824850004,,,0.7279113783206679,,,,,,,,,0.42896169054031236,0.43819665513606765,,0.42295078071526837,,0.4332786351639399
2023-01-11,0.49918439844854423,0.5426357005389524,0.5107973913363757,0.547540974379932,0.03740167926256237,,,0.7657078152823769,,,,,,,,,0.48661197683540874,0.45114748900695006,63.835621019715674,0.48934417541102593,,0.43819665513606765
2023-01-12,0.5513866315399227,0.5418196883979118,0.5315615110034928,0.5434425201764641,0.023081729246728345,,,0.7558379681235021,,,,,,,,,0.5267758899891407,0.4755737132354666,60.63217619070839,0.547540974379932,63.835621019715674,0.45114748900695006
2023-01-13,0.5228384769774779,0.5249285639190184,0.5348836877730476,0.5409836039944256,0.02169090271061393,,,0.749569640850329,,,,,,,,,0.5439890328502739,0.5088524109354232,76.44929113670355,0.5434425201764641,60.63217619070839,0.4755737132354666
2023-01-17,0.5301794354528186,0.5585475481932365,0.5477574989970182,0.5540983447654384,0.025818875869801517,,,0.758837878341238,,,,,,,,,0.5461748229787761,0.5350819237454572,96.59574848000571,0.5409836039944256,76.44929113670355,0.5088524109354232
2023-01-18,0.5554648726595892,0.57160343117308,0.5668604510705271,0.5516392722433576,0.0291063618545495,,,0.7518663865269022,,,,,,,,,0.5489070736677405,0.5475409431119236,93.85471764861322,0.5540983447654384,96.59574848000571,0.5350819237454572
