Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-03 00:00:00-05:00,46.248450571040436,46.624795849670704,46.09921122617211,46.589111328125,17249700,0.0,0.0
2023-01-04 00:00:00-05:00,46.530711862268866,46.73510609087971,46.092721577471806,46.64101791381836,13338300,0.0,0.0
2023-01-05 00:00:00-05:00,46.54368550558621,46.761056248048554,46.28089135099158,46.4820442199707,13274400,0.0,0.0
2023-01-06 00:00:00-05:00,46.913548214584736,47.87063674041199,46.79675204056884,47.620819091796875,21231900,0.0,0.0
2023-01-09 00:00:00-05:00,47.471583876679276,47.97121550453897,46.97843865673438,47.027103424072266,17756700,0.0,0.0
2023-01-10 00:00:00-05:00,47.02385115525493,47.189315794299695,46.631284303446506,46.99789810180664,11970600,0.0,0.0
2023-01-11 00:00:00-05:00,47.2834111599022,47.4261604013495,46.955726891866384,47.40993881225586,14834700,0.0,0.0
2023-01-12 00:00:00-05:00,47.50077622333628,47.504021283341295,46.84541519188906,46.9816780090332,12472800,0.0,0.0
2023-01-13 00:00:00-05:00,47.21526826777943,47.309356439360904,46.673462083090676,47.13740539550781,13699800,0.0,0.0
2023-01-17 00:00:00-05:00,47.13741172280084,47.273674552229195,46.78377440803973,46.851905822753906,15122400,0.0,0.0
2023-01-18 00:00:00-05:00,46.783766909675435,46.79998849567964,45.57686457427709,45.693660736083984,22674300,0.0,0.0
2023-01-19 00:00:00-05:00,45.872106857101514,45.91752656024984,45.02856944210329,45.04154968261719,17342100,0.0,0.0
2023-01-20 00:00:00-05:00,45.2264812626831,45.67420306498649,44.827424227954644,45.59634017944336,29543100,0.0,0.0
2023-01-23 00:00:00-05:00,45.57037806644651,46.39769015687958,45.486025069962544,46.27764892578125,13149900,0.0,0.0
2023-01-24 00:00:00-05:00,47.546197291092156,47.546197291092156,45.74557507642864,46.400936126708984,13669200,0.0,0.0
2023-01-25 00:00:00-05:00,46.1478813762439,46.342544158324394,45.54767144090269,46.18032455444336,12491700,0.0,0.0
2023-01-26 00:00:00-05:00,46.40418086504211,46.63777692301325,45.992147344621074,46.13814163208008,15819000,0.0,0.0
2023-01-27 00:00:00-05:00,46.264673387595955,46.871369676127145,45.98890268488937,46.49177932739258,18412800,0.0,0.0
2023-01-30 00:00:00-05:00,46.10894376453747,46.216008470311834,45.833173062752024,46.118675231933594,15897600,0.0,0.0
2023-01-31 00:00:00-05:00,46.17382789193865,46.67994956848927,45.9597022035819,46.67670822143555,14103600,0.0,0.0
2023-02-01 00:00:00-05:00,46.608572092238454,47.241225102449306,46.29711317693306,46.93625259399414,12849300,0.0,0.0
2023-02-02 00:00:00-05:00,46.85190802517201,46.99790604235612,46.374988099753686,46.595603942871094,17806800,0.0,0.0
2023-02-03 00:00:00-05:00,46.51124911415896,46.70591189181997,45.70015853893565,45.975929260253906,17155500,0.0,0.0
2023-02-06 00:00:00-05:00,46.01162071188685,46.10246384285841,45.430877398662716,45.641761779785156,17454000,0.0,0.0
2023-02-07 00:00:00-05:00,45.34652304725243,45.842909623035276,44.99613077593098,45.73908996582031,16341300,0.0,0.0
2023-02-08 00:00:00-05:00,45.52820379887255,45.77801773034318,45.4178940340881,45.492515563964844,11691300,0.0,0.0
2023-02-09 00:00:00-05:00,45.70340310123056,46.050546581454164,45.60606985701886,45.914283752441406,13064400,0.0,0.0
2023-02-10 00:00:00-05:00,46.42365368576343,46.69942442273978,46.12517123812003,46.628047943115234,15002700,0.0,0.0
2023-02-13 00:00:00-05:00,46.94924394657149,47.406700961094934,46.88435387252739,47.338565826416016,16015800,0.0,0.0
2023-02-14 00:00:00-05:00,47.28016380487076,47.73437199033252,46.900573440464846,47.20229721069336,13831200,0.0,0.0
2023-02-15 00:00:00-05:00,47.03034529627173,47.562423779170686,46.90057259216804,47.55268859863281,14674200,0.0,0.0
2023-02-16 00:00:00-05:00,47.19905110620106,47.36451575872543,46.777286106683356,46.80648422241211,16312200,0.0,0.0
2023-02-17 00:00:00-05:00,47.079005535978666,47.591617321422945,46.90380943196837,47.51050567626953,24770700,0.0,0.0
2023-02-21 00:00:00-05:00,46.3555193354062,48.12694354620888,46.118678200841906,47.79926300048828,54393900,0.0,0.0
2023-02-22 00:00:00-05:00,47.61757881800177,47.877127960172245,46.31658804670653,46.796756744384766,29844000,0.0,0.0
2023-02-23 00:00:00-05:00,46.83892669934759,46.83892669934759,45.65148717231838,46.099212646484375,22021200,0.0,0.0
2023-02-24 00:00:00-05:00,45.69367019539941,46.3101017298195,45.2686563857619,46.222503662109375,20623500,0.0,0.0
2023-02-27 00:00:00-05:00,46.30036208032401,46.423648375310464,45.63526584200105,45.888328552246094,16647300,0.0,0.0
2023-02-28 00:00:00-05:00,45.7455726309309,46.28089241914174,45.72935104419016,46.112186431884766,18054000,0.0,0.0
2023-03-01 00:00:00-05:00,45.76504403598098,45.83642051021483,45.21674766394549,45.46980667114258,14180100,0.0,0.0
2023-03-02 00:00:00-05:00,45.36923305025274,45.66122536107137,45.25892327628148,45.58335876464844,14785500,0.0,0.0
2023-03-03 00:00:00-05:00,45.75855671928352,45.80722148754752,45.34652314994426,45.63851547241211,16888800,0.0,0.0
2023-03-06 00:00:00-05:00,45.58335809206158,45.73908756972595,45.4276286143972,45.632022857666016,16720800,0.0,0.0
2023-03-07 00:00:00-05:00,45.80398131962781,45.96619721801895,45.0285752163593,45.177818298339844,17387400,0.0,0.0
2023-03-08 00:00:00-05:00,44.953953457113116,45.070749636317906,44.53867114004929,44.804710388183594,19090800,0.0,0.0
2023-03-09 00:00:00-05:00,45.04154785149298,45.090212612791355,44.42187134306717,44.50297927856445,15415800,0.0,0.0
2023-03-10 00:00:00-05:00,44.45431668066233,44.86310886380602,44.15259291819887,44.43809509277344,20065200,0.0,0.0
2023-03-13 00:00:00-04:00,44.344010212661125,44.93448491723857,44.311567037185455,44.56787109375,28142100,0.0,0.0
2023-03-14 00:00:00-04:00,44.67169262055824,44.85986527396695,44.44783173004756,44.804710388183594,25542600,0.0,0.0
2023-03-15 00:00:00-04:00,44.41214189291016,45.359495246345126,44.35374194896993,45.30434036254883,33133500,0.0,0.0
2023-03-16 00:00:00-04:00,45.42161890244722,45.49328792530008,44.91668110988509,45.04698944091797,28905600,0.19,0.0
2023-03-17 00:00:00-04:00,45.01766654724227,45.44116395003213,44.82220964881744,45.41184616088867,43081200,0.0,0.0
2023-03-20 00:00:00-04:00,45.63988450158905,46.23277939457746,45.54541068163093,45.90049743652344,33928500,0.0,0.0
2023-03-21 00:00:00-04:00,46.06012306011817,46.06012306011817,45.454194730859136,45.7441291809082,19013400,0.0,0.0
2023-03-22 00:00:00-04:00,45.81579343072583,46.00473732081557,45.431388929884235,45.45093536376953,18548400,0.0,0.0
2023-03-23 00:00:00-04:00,45.67246097003947,46.13179290209982,45.441165823645115,45.819053649902344,22044300,0.0,0.0
2023-03-24 00:00:00-04:00,45.93632906618451,46.41194904063894,45.80276611044167,46.19368362426758,22752300,0.0,0.0
2023-03-27 00:00:00-04:00,46.51619104527354,47.22961909439607,46.51293268499379,46.96574783325195,26775600,0.0,0.0
2023-03-28 00:00:00-04:00,46.796347279110655,47.043930470276926,46.60089039691723,46.78331756591797,21282900,0.0,0.0
2023-03-29 00:00:00-04:00,47.03090402012737,47.22310628343357,46.73119822729547,46.98529815673828,24216900,0.0,0.0
2023-03-30 00:00:00-04:00,47.399021976788305,47.757367086583066,47.242654218360066,47.454402923583984,21879000,0.0,0.0
2023-03-31 00:00:00-04:00,47.7508497022893,48.35677429177318,47.71501519180736,48.03426742553711,20868000,0.0,0.0
2023-04-03 00:00:00-04:00,48.12547405431615,48.522911988110565,48.05055040878526,48.438209533691406,19766700,0.0,0.0
2023-04-04 00:00:00-04:00,48.38609440481285,48.47079687227542,47.89419004436617,47.96260070800781,18113700,0.0,0.0
2023-04-05 00:00:00-04:00,47.94304670609361,48.82587220069798,47.93327162534357,48.75746154785156,26540700,0.0,0.0
2023-04-06 00:00:00-04:00,48.4740494630472,49.203769391322396,48.38283773410153,49.12558364868164,17891700,0.0,0.0
2023-04-10 00:00:00-04:00,48.98224082117734,49.229824011219854,48.790038572078686,49.031105041503906,14519100,0.0,0.0
2023-04-11 00:00:00-04:00,49.19073585303206,49.19073585303206,48.74117901802732,48.88777542114258,18370500,0.0,0.0
2023-04-12 00:00:00-04:00,48.796555955280276,49.18096045869723,48.59457862251313,48.649959564208984,11209800,0.0,0.0
2023-04-13 00:00:00-04:00,48.75095232518834,48.864972582869186,48.27859440311538,48.69883346557617,13272600,0.0,0.0
2023-04-14 00:00:00-04:00,48.548976936127524,48.82913630094672,48.26230085004224,48.36980438232422,10464900,0.0,0.0
2023-04-17 00:00:00-04:00,48.421919235573384,48.75745949326713,48.37631337829788,48.708595275878906,16166700,0.0,0.0
2023-04-18 00:00:00-04:00,48.79329628046396,48.975727174300275,48.68253440005613,48.81610107421875,13482300,0.0,0.0
2023-04-19 00:00:00-04:00,49.13860935803139,49.32429861761781,48.79003936138805,48.86822509765625,12433500,0.0,0.0
2023-04-20 00:00:00-04:00,48.933378409692196,49.31778292209917,48.7346631607317,49.18096160888672,13641600,0.0,0.0
2023-04-21 00:00:00-04:00,49.5034705580601,49.61423244874221,49.24937435532633,49.42854690551758,25335000,0.0,0.0
2023-04-24 00:00:00-04:00,49.422026773667504,49.825977709811504,49.422026773667504,49.76408004760742,13579500,0.0,0.0
2023-04-25 00:00:00-04:00,49.93674158409684,50.086592612917066,49.298237143146935,49.37642288208008,17246700,0.0,0.0
2023-04-26 00:00:00-04:00,49.184223711432466,49.32430339573178,48.9366404934009,49.16141891479492,12910200,0.0,0.0
2023-04-27 00:00:00-04:00,49.119064983483156,49.49695651112228,49.119064983483156,49.31452560424805,12861000,0.0,0.0
2023-04-28 00:00:00-04:00,49.285206774010604,49.5718791140507,48.9236070565061,49.18096160888672,14088600,0.0,0.0
2023-05-01 00:00:00-04:00,49.20376195731933,49.69241159069166,49.16792745203998,49.382930755615234,11409600,0.0,0.0
2023-05-02 00:00:00-04:00,49.34384438364604,49.35035737617948,48.68905189961858,49.24937057495117,11329500,0.0,0.0
2023-05-03 00:00:00-04:00,49.37316672928932,49.549080921653534,48.9529276839861,49.06694793701172,12334500,0.0,0.0
