Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-03 00:00:00-05:00,44.6683216484456,44.84564968150802,44.155000659851495,44.742984771728516,17718900,0.0,0.0
2023-01-04 00:00:00-05:00,45.42034273272513,45.608497319079675,44.376088187770144,44.73358154296875,18339800,0.38,0.0
2023-01-05 00:00:00-05:00,44.67713367701705,44.67713367701705,43.99036896003071,44.10326385498047,17372100,0.0,0.0
2023-01-06 00:00:00-05:00,44.648911286821374,45.711981628531454,44.47957252128348,45.45797348022461,20823000,0.0,0.0
2023-01-09 00:00:00-05:00,45.4015299865084,46.295261640588386,45.36390193769224,45.702579498291016,13938000,0.0,0.0
2023-01-10 00:00:00-05:00,45.90953942484513,46.29525468003415,45.71197874044952,45.918949127197266,12474400,0.0,0.0
2023-01-11 00:00:00-05:00,45.93776780917332,46.31407338548761,45.81546679221485,46.295257568359375,12530900,0.0,0.0
2023-01-12 00:00:00-05:00,46.29525508308826,46.50222547163792,45.956577570461526,46.097694396972656,14241700,0.0,0.0
2023-01-13 00:00:00-05:00,45.683756371221605,46.11650936775658,45.55204566080887,45.98480224609375,12649300,0.0,0.0
2023-01-17 00:00:00-05:00,46.02243581808174,46.04125163611554,45.10989197031952,45.23219299316406,19290800,0.0,0.0
2023-01-18 00:00:00-05:00,45.33567143029756,45.41093469715533,44.11267205385953,44.1220817565918,19882200,0.0,0.0
2023-01-19 00:00:00-05:00,44.16911986833532,44.263195363933434,43.6422877622356,43.7081413269043,19118600,0.0,0.0
2023-01-20 00:00:00-05:00,43.33183059345744,44.0562233072633,42.964927591335226,44.00918197631836,21847200,0.0,0.0
2023-01-23 00:00:00-05:00,44.122082356873925,45.034626153063975,44.03741297488205,44.68654251098633,15180500,0.0,0.0
2023-01-24 00:00:00-05:00,44.67713405340489,45.1757406163422,44.27260298163502,44.978179931640625,14872700,0.0,0.0
2023-01-25 00:00:00-05:00,45.13811492919922,45.2321940215071,44.43253788626701,45.13811492919922,14638700,0.0,0.0
2023-01-26 00:00:00-05:00,45.29804649390864,45.59909240449689,44.997000583320386,45.47679138183594,12952700,0.0,0.0
2023-01-27 00:00:00-05:00,45.251007249600896,45.843692983590614,45.12870981002801,45.636722564697266,13414800,0.0,0.0
2023-01-30 00:00:00-05:00,45.2886359603145,45.62731350070535,45.26982014265387,45.36389923095703,19261900,0.0,0.0
2023-01-31 00:00:00-05:00,45.2698129175494,45.80605107466737,45.20395936062261,45.787235260009766,16821600,0.0,0.0
2023-02-01 00:00:00-05:00,45.52382226299547,46.00361657786109,44.695944339428195,45.69316101074219,19639400,0.0,0.0
2023-02-02 00:00:00-05:00,45.65553029647774,46.62452505885988,45.495601247480124,46.398738861083984,17883800,0.0,0.0
2023-02-03 00:00:00-05:00,46.3799284605102,46.3799284605102,45.636719809132536,45.74961471557617,17980000,0.0,0.0
2023-02-06 00:00:00-05:00,45.22278413799694,45.42034484793192,44.705361692988475,44.75239944458008,13991600,0.0,0.0
