date,open,high,low,close,volume,sma_20,ema_20,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,published_at,sentiment_score
2023-01-03,55.51932864405173,57.05168743729229,54.465828776946246,55.203277587890625,7337700,,,,,,,,,,,
2023-01-17,58.53616248835223,58.75643884325853,57.123519296924066,57.425201416015625,8511200,,,91.60631698586384,,,,,,,,
2023-01-18,58.1434905906596,58.35419128410036,56.007764032324744,56.04607391357422,6763300,,,89.68648557944232,,,,,,,,
2023-01-19,56.59197645020266,57.78817562926305,56.59197645020266,56.90802383422851,5255000,,,89.82994310967223,,,,,,,,
2023-01-20,57.93758269900701,58.4116592850505,57.59759070463429,57.87533187866211,6869800,,,89.99808170730505,,,,,,,,
2023-01-23,58.37334837985886,59.091642239364674,57.99025686008317,58.47869873046875,4606000,,,90.10793981631988,,,,,,,,
2023-01-24,57.65505432866957,59.0868523942301,57.55927962232831,59.01502227783203,4130100,,,90.2108653718562,,,,,,,,
2023-01-25,58.55531586223391,59.05333338524378,57.65505552454196,58.78517150878906,3651700,,,89.77972516990403,,,,,,,,
2023-01-30,58.04772177258715,58.31588364478012,56.65901957807218,57.30069732666016,7464300,,,82.63976070319924,,,,,,,,
2023-01-31,56.5345155587951,57.83702237322616,56.32381850594178,57.01337814331055,5075600,59.33729858398438,59.33729858398438,82.06578050540496,,,,63.77120206087095,59.33729858398438,54.90339510709781,,
2023-02-01,57.58801238226729,59.14910169451529,56.67817278926035,57.91363906860352,7872100,59.47281665802002,59.201711963471915,82.47647399335244,,,,63.54385765667179,59.47281665802002,55.401775659368255,,
2023-02-02,57.75082683863379,57.75082683863379,55.93115121341731,56.80268096923828,8239900,59.14766902923584,58.97323282116395,80.04057379063059,,,,62.97367461630506,59.14766902923584,55.321663442166624,,
2023-02-03,56.20888904210637,56.97507210262424,55.08835234426112,55.193702697753906,6162900,58.75164985656738,58.61327757131537,76.51590503891384,,,,62.49214060043234,58.75164985656738,55.01115911270242,,
2023-02-06,54.082742023389926,54.70526119763678,53.488949781981304,54.331748962402344,5384800,58.3891508102417,58.20551294189509,74.62014798271198,,,,62.360407910397754,58.3891508102417,54.41789371008565,,
2023-02-07,54.48498317007926,54.9925763302122,53.63260837157998,54.67652893066406,7999200,58.099917602539065,57.86941922653975,74.88815876797425,,,,62.26336568898008,58.099917602539065,53.93646951609805,,
2023-02-08,54.38921262595363,54.46582873884629,52.85685018035345,53.01008605957031,7881400,57.70246143341065,57.40662559159028,70.9863062332363,-2.0367246671794206,,,62.202303809020734,57.70246143341065,53.20261905780056,,
2023-02-09,54.034852598874195,54.6765303656595,52.751504372166785,53.10586166381836,7964600,57.339004898071295,56.99702902704057,71.07956971039675,-2.1465486108921183,,,62.08425940750734,57.339004898071295,52.59375038863525,,
2023-02-10,51.16167548313768,51.36280054015978,49.63889601015322,50.07944869995117,10942600,56.818002510070805,56.33821185303206,64.07101953885439,-2.4495541751818735,,,62.2928683771302,56.818002510070805,51.34313664301141,,
2023-02-13,50.66365964907485,50.9701313912061,49.993251343125976,50.21352767944336,7134600,56.283112907409674,55.75490859840456,64.23925099096198,-2.648340790717981,,,62.13140300750487,56.283112907409674,50.434822807314475,,
2023-02-14,49.45692758671336,50.30930241022826,49.18876570608348,50.10818099975586,5405800,55.91726188659668,55.21712501758088,63.98574375382915,-2.782308491973843,,,62.32289946592367,55.91726188659668,49.511624307269685,,
2023-02-15,49.4569261162213,50.06029398313032,48.92538836618288,50.0219841003418,5144500,55.61605739593506,54.722349692129534,63.76401550468589,-2.862437828330137,,,62.51655286689006,55.61605739593506,48.71556192498006,,
2023-02-16,51.51603479872025,52.45460497275427,51.22871799498434,51.81292724609375,9148400,55.36130256652832,54.44526184012613,66.37149111283489,-2.7497295893090765,,,62.4264396482867,55.36130256652832,48.29616548476994,,
2023-02-17,50.86478275001207,51.42984072852785,50.24225994788348,50.778587341308594,6342000,55.00646533966065,54.09605474500065,63.528252786738165,-2.7126009090981213,,,62.241706264770976,55.00646533966065,47.771224414550325,,
2023-02-21,46.07615582162636,46.8892635081787,44.69702931919433,45.1758918762207,23406200,54.34132499694825,53.246515424164464,50.827046155802115,-3.0995373259871712,-2.6097535987410825,-0.4897837272460887,62.556908878958495,54.34132499694825,46.12574111493801,,
2023-02-22,46.2054489153875,46.26770338843687,44.20955005020817,44.562950134277344,12536200,53.61872138977051,52.41950920607998,49.65736207323795,-3.4162659132092656,-2.7710560616347193,-0.6452098515745464,62.57203521015211,53.61872138977051,44.66540756938892,,
2023-02-23,45.87503576093778,46.12404269033579,44.01226065211304,44.677879333496094,11819700,52.91335678100586,51.68221112297675,49.890220557304865,-3.616315144705318,-2.9401078782488392,-0.6762072664564789,62.33784410974863,52.91335678100586,43.48886945226309,,
2023-02-24,42.84670674569998,43.638745122854885,42.575673275765006,42.90608596801758,11854300,52.036559486389166,50.84638967964731,46.332215670288385,-3.873176946175377,-3.126721691834147,-0.74645525434123,61.75452077263998,52.036559486389166,42.318598200138354,,
2023-02-27,43.57649469578899,43.57649469578899,42.60919389356817,42.84862518310547,8018000,51.12672061920166,50.0846978228338,46.217099331765006,-4.034866945027524,-3.3083507424728227,-0.7265162025547012,60.70687308515069,51.12672061920166,41.54656815325264,,
2023-02-28,42.40328412049142,43.20298377490135,42.11117764614956,42.56130599975586,6437600,50.389751052856454,49.368184315874,45.60691320393613,-4.1384858026857,-3.4743777545153987,-0.6641080481703017,60.22115443933736,50.389751052856454,40.558347666375546,,
2023-03-01,44.572530713503994,44.79280706629195,43.384949883873674,43.79677200317383,9294900,49.728920745849614,48.83757361942636,48.74079336126329,-4.073950744422312,-3.594292352496782,-0.4796583919255308,59.46692326958643,49.728920745849614,39.9909182221128,,
2023-03-02,43.691417963388176,45.16152584320545,43.48072092608629,45.08012008666992,7916900,49.087244796752934,48.479720902020986,51.84451517825641,-3.874586954285533,-3.650351272854532,-0.2242356814310011,58.25817974183357,49.087244796752934,39.916309851672295,,
2023-03-03,45.17589119900104,46.2006604168323,45.156739912026694,45.45363235473633,7866400,48.51979236602783,48.19152199275578,52.741400353031864,-3.6444395650814982,-3.6491689312999256,0.0047293662184273,57.09610133502927,48.51979236602783,39.94348339702639,,
2023-03-06,45.65475663717466,46.66037097821994,45.233358881884286,45.894187927246094,7170400,48.05481662750244,47.97272827223105,53.83358912995876,-3.387448549919931,-3.596824855023927,0.209376305103996,56.12691732637332,48.05481662750244,39.98271592863156,,
2023-03-07,45.35786490452295,45.35786490452295,44.380984786922525,44.601261138916016,6508500,47.568292236328126,47.651636164296285,50.16911846733898,-3.250638369589822,-3.5275875579371063,0.2769491883472841,55.23102144693242,47.568292236328126,39.90556302572384,,
2023-03-08,43.58606986569165,45.40574910775163,43.54776363639038,44.993927001953125,8511400,47.084162139892584,47.39852100597789,51.254362886470496,-3.0750828219141013,-3.4370866107325053,0.362003788818404,54.08415904313479,47.084162139892584,40.08416523665038,,
2023-03-09,42.62834424714617,42.89650976988225,39.56362673100346,39.91798400878906,37309900,46.42955703735352,46.68608891100752,39.33008373376807,-3.30741415214235,-3.4111521190144742,0.1037379668721243,53.5382441331047,46.42955703735352,39.32086994160234,,
2023-03-10,39.15180334718307,39.63066590007229,38.37604469626726,38.75913619995117,15478100,45.712220764160165,45.931141033764064,37.20212410837697,-3.5441924936000646,-3.4377601939315925,-0.1064322996684721,52.87654971957837,45.712220764160165,38.54789180874196,,
2023-03-13,38.00636292240608,39.11349515060533,37.389590616648086,38.41435623168945,13141600,45.128966140747075,45.21525676689981,36.56819263589396,-3.7168167472690072,-3.4935715045990756,-0.2232452426699316,52.66581527926252,45.128966140747075,37.59211700223163,,
2023-03-14,38.289851206270846,39.07997518875463,37.789919289819125,38.73040390014648,11110700,44.55480995178223,44.59765173197093,37.617571000752946,-3.7844950038305143,-3.551756204445363,-0.2327387993851508,52.203551035166115,44.55480995178223,36.90606886839835,,
2023-03-15,37.71521646753933,38.19407903031966,37.16931343824427,37.67690658569336,10398100,43.9332462310791,43.93853314661116,35.50881319702002,-3.878430802530744,-3.61709112406244,-0.2613396784683042,51.69539794747993,43.9332462310791,36.17109451467827,,
2023-03-16,37.41832019693476,38.395200259073,37.26508432366394,38.10788345336914,9824600,43.33754119873047,43.383233175826206,37.06315362109708,-3.8734486633213905,-3.66836263191423,-0.2050860314071605,50.9666935668792,43.33754119873047,35.70838883058174,,
2023-03-17,37.81098808193373,37.99295454326541,36.939458350828986,37.18846893310547,11476200,42.60631828308105,42.79325562890042,35.118578255865216,-3.898747021245967,-3.714439509780578,-0.1843075114653891,49.62493654183782,42.60631828308105,35.587700024324285,,
2023-03-20,36.39355539160493,37.63859734536827,36.10623857972592,37.02565383911133,11303000,41.91867160797119,42.243960220349074,34.77067101217889,-3.887125605223488,-3.74897672886916,-0.1381488763543283,48.26226185941558,41.91867160797119,35.5750813565268,,
2023-03-21,36.987344926079665,37.91633950715522,36.80537845958749,37.86845397949219,9756500,41.55329971313476,41.82724534026747,38.18447607758603,-3.766490859474935,-3.752479554990315,-0.0140113044846197,47.9459600814403,41.55329971313476,35.16063934482923,,
2023-03-22,37.83014257852133,38.18449985313149,36.87241744995117,36.87241744995117,8310900,41.16877307891846,41.355356969761154,35.7998907915408,-3.708509390268091,-3.7436855220458702,0.0351761317777796,47.71439728717225,41.16877307891846,34.62314887066468,,
2023-03-23,38.59632156601472,39.161379532376635,37.959433485039675,38.37604522705078,11071400,40.85368137359619,41.071612994264925,41.71710011394183,-3.50087258299817,-3.6951229342363305,0.1942503512381606,47.29923531211558,40.85368137359619,34.408127435076814,,
2023-03-24,38.232389068280334,39.11349817137582,38.16534859508556,38.58675003051758,7345800,40.637714576721194,40.834959378669936,42.51664355384753,-3.2814898285016056,-3.612396313089386,0.3309064845877802,47.08317201308357,40.637714576721194,34.19225714035882,,
2023-03-27,37.676907003846935,38.27069556532385,37.494940543206184,38.09830474853515,7330300,40.40019855499269,40.57432560437138,41.10877655154482,-3.111177153558444,-3.5121524811831977,0.4009753276247538,46.852357994657915,40.40019855499269,33.948039115327454,,
2023-03-28,39.34335157571517,40.099951680300784,38.83575475336573,39.793479919433594,14232900,40.26180725097657,40.49995934866302,47.594559103802546,-2.8070586378639675,-3.371133712519352,0.5640750746553844,46.640937069826215,40.26180725097657,33.88267743212692,,
2023-03-29,39.19011066598072,39.860518989378136,38.84533268718312,39.43912124633789,7576400,40.04392471313477,40.39892714844158,46.44310606056905,-2.5650678016224973,-3.209920530339981,0.6448527287174839,46.219649232342334,40.04392471313477,33.86820019392721,,
2023-03-30,41.79512563810864,43.2508683280887,41.354572938799706,42.52299880981445,32047000,39.916068649291994,40.601219687619945,56.34208980266976,-2.100234972704442,-2.9879834188128735,0.8877484461084317,45.76676891098532,39.916068649291994,34.06536838759867,,
2023-03-31,42.58045653571833,42.8294671045202,41.69935120840405,42.03455352783203,16668800,39.745114707946776,40.73772767240205,54.62009761786192,-1.7510797021979556,-2.7406026754898902,0.9895229732919346,45.11898350330103,39.745114707946776,34.37124591259252,,
2023-04-03,41.44076761628985,41.71850878619371,40.18136036117831,40.607547760009766,12816300,39.48078269958496,40.725329585507545,49.82859873025557,-1.5714048967875485,-2.506763119749422,0.9353582229618732,44.083555564902255,39.48078269958496,34.87800983426767,,
2023-04-04,40.34896156810513,40.64106803095333,39.664187940131214,40.07122039794922,8908200,39.25428066253662,40.66303347240675,48.12002519646441,-1.4555102388464718,-2.296512543568832,0.8410023047223603,43.22997793523635,39.25428066253662,35.278583389836896,,
2023-04-05,39.993451274409715,40.06150011800985,38.97271491202381,39.37128829956055,7699300,38.97314872741699,40.540010122611875,45.90768926197177,-1.403957608834233,-2.118001556621912,0.7140439477876792,41.95711559745502,38.97314872741699,35.98918185737896,,
2023-04-06,39.37128639065515,39.77957943246001,38.73940006399488,39.62403869628906,7171700,38.958451461791995,40.45277474867637,46.85782396365355,-1.3274054299251077,-1.9598823312825513,0.6324769013574436,41.92651194829623,38.958451461791995,35.99039097528776,,
2023-04-10,38.282502844053504,38.85606002807617,37.96169797627196,38.85606002807617,7750500,38.96329765319825,40.30070668004778,44.310976354278296,-1.3135647797548842,-1.830618820977018,0.5170540412221338,41.93035690364848,38.96329765319825,35.99623840274801,,
2023-04-11,39.41017110598723,39.61431761965932,38.84633363959743,38.89493942260742,10072900,38.98732681274414,40.16682408410108,44.47551216064171,-1.2846500761574262,-1.7214250720130997,0.4367749958556735,41.94398002648712,38.98732681274414,36.03067359900117,,
2023-04-12,37.922809721675954,38.09487872135646,35.842451014935286,35.920223236083984,22565000,38.84681777954102,39.76238590809945,35.76796590793238,-1.484655516125308,-1.6740711608355414,0.1894156447102335,42.091975721164005,38.84681777954102,35.601659837918035,,
2023-04-13,36.62015433633097,36.67848350163792,36.017434461693504,36.406288146972656,12818200,38.783286857604985,39.4427575498969,37.90715801342765,-1.5856613748768282,-1.6563892036437988,0.0707278287669705,42.16447065785918,38.783286857604985,35.40210305735079,,
2023-04-14,36.260468982669174,36.50350162157229,35.43415949375206,35.8230094909668,10708000,38.669043159484865,39.098019639522605,36.34298356580722,-1.69325615557576,-1.6637625940301912,-0.0294935615455689,42.28036035223547,38.669043159484865,35.05772596673425,,
2023-04-17,36.8068065260033,37.10622143100054,36.503501526439024,36.98956680297851,10919300,38.659098052978514,38.89721460747079,41.53871832971379,-1.665198991283951,-1.6640498734809432,-0.0011491178030078,42.287723743860866,38.659098052978514,35.03047236209616,,
2023-04-18,37.23259999721989,37.34925462698385,36.479201032363896,36.67848587036133,9551100,38.64173965454101,38.68590710869846,40.58736135456679,-1.6490558287993338,-1.6610510645446217,0.0119952357452877,42.30461503764774,38.64173965454101,34.97886427143428,,
2023-04-19,35.79384468595342,36.104926149044815,35.638303954407725,36.0660400390625,8405100,38.55161895751953,38.43639595920932,38.70775307141119,-1.6664714706167132,-1.66213514575904,-0.0043363248576733,42.37149077039896,38.55161895751953,34.731747144640096,,
2023-04-20,35.443879813574505,35.735518243896536,34.9675379093381,35.18140411376953,12624500,38.46706829071045,38.126396735834106,36.1067184985426,-1.7316943239657547,-1.6760469814003829,-0.0556473425653718,42.500745457242495,38.46706829071045,34.43339112417841,,
2023-04-21,34.51063447203596,34.75852880025296,34.233577414046515,34.63701248168945,10121800,38.280116653442384,37.79407442591557,34.56733911688007,-1.8064876945451471,-1.702135124029336,-0.1043525705158114,42.646231205937845,38.280116653442384,33.914002100946924,,
2023-04-24,34.30648591050559,34.35509169336912,33.20797741754903,33.71348571777344,15105600,38.03645343780518,37.405446929902034,32.06945677961437,-1.9181713854875968,-1.745342376320988,-0.1728290091666084,42.8299373534795,38.03645343780518,33.242969522130856,,
2023-04-25,32.91634014349916,33.305190128157776,32.59553529048174,32.760799407958984,11859800,37.76957817077637,36.96309954685984,29.686327395709057,-2.0598111180859675,-1.808236124673984,-0.2515749934119835,43.08543542890702,37.76957817077637,32.45372091264572,,
2023-04-26,33.98568252309779,34.17038969762156,33.17881610955567,33.27602767944336,8791800,37.443705558776855,36.61194984520112,32.60327904124263,-2.106207956805754,-1.867830491100338,-0.238377465705416,43.01620321223559,37.443705558776855,31.871207905318123,,
2023-04-27,33.3732430574856,33.849584943096474,33.08160093018329,33.78153610229492,9255100,37.16082630157471,36.34238663159101,35.43343596904232,-2.0782309282612346,-1.9099105785325177,-0.1683203497287171,42.87209653450425,37.16082630157471,31.449556068645165,,
2023-04-28,33.71348595588709,34.860600239809074,33.645437117720824,34.72450256347656,8911100,36.77090148925782,36.18830243462773,40.45639257058762,-1.9574056647972145,-1.919409595785457,-0.0379960690117573,42.00988976050307,36.77090148925782,31.53191321801256,,
2023-05-01,34.72450511321964,34.86060279954551,34.257882885080754,34.50091552734375,5428200,36.3942195892334,36.027598919648305,39.6683833347596,-1.8582713824608137,-1.9071819531205283,0.0489105706597148,41.123786354576865,36.3942195892334,31.664652823889934,,
2023-05-02,34.03428830804164,34.05373136369591,32.71219389900414,33.27602767944336,10100400,36.02764358520508,35.765544515819265,35.57972238529083,-1.8571370422011528,-1.8971729709366532,0.0400359287355005,40.52491911859732,36.02764358520508,31.53036805181284,,
2023-05-03,33.159371634685506,34.03428685137951,32.87064801857157,33.71348571777344,8096600,35.70975685119629,35.570110344576804,38.03612703268422,-1.8001874216500011,-1.877775861079323,0.0775884394293215,39.90764226644765,35.70975685119629,31.51187143594493,,
2023-05-04,34.218995503877586,34.894625927653756,34.0634547669302,34.78282928466797,8961200,35.48033390045166,35.49513119601406,43.68860818985113,-1.6497500563758862,-1.8321707001386356,0.1824206437627493,39.34066793153143,35.48033390045166,31.619999869371895,,
2023-05-05,34.85573828417461,35.220287218031615,34.539795133155174,34.880043029785156,8956300,35.243134117126466,35.436551370658925,44.18706840397057,-1.5053305106802526,-1.766802662246959,0.2614721515667064,38.606931944218104,35.243134117126466,31.879336290034832,,
2023-05-08,34.65645391599321,35.103633057370054,34.2384375030242,34.89948654174805,6574500,35.04530544281006,35.38540233933408,44.2932803934057,-1.3734754809253218,-1.6881372259826315,0.3146617450573099,37.973028634580345,35.04530544281006,32.11758225103978,,
2023-05-09,33.72320711891671,34.646731874177725,33.694044389381055,34.627288818359375,6286700,34.83192291259766,35.3132010516222,43.05794062160801,-1.2762318944540283,-1.605756159676911,0.3295242652228827,37.16868261244092,34.83192291259766,32.495163212754406,,
2023-05-10,33.60655239712517,34.282182824266684,33.48017438885603,34.12178039550781,18060800,34.74200077056885,35.19973241770654,40.783068105414,-1.2258254043754562,-1.5297700086166202,0.303944604241164,37.04245352783187,34.74200077056885,32.441548013305834,,
2023-05-11,35.43415782691153,36.87291053653232,35.23973098325821,36.58127212524414,26039100,34.75074996948242,35.33130762794822,53.621735687319855,-0.9761648493278016,-1.4190489767588566,0.4428841274310549,37.07763415728526,34.75074996948242,32.42386578167958,,
2023-05-12,35.91050140426954,35.939667842651026,34.11206135899061,34.31620788574219,17033100,34.67540988922119,35.234631462023835,44.132118954214775,-0.9501263498139564,-1.3252644513698766,0.3751381015559201,36.95565171431284,34.67540988922119,32.39516806412954,,
2023-05-15,35.21056903077821,37.047895141615186,34.79741058826396,36.620155334472656,17401800,34.6569393157959,35.36658611654277,53.20392859581688,-0.7351074856258748,-1.2072330582210762,0.4721255725952014,36.86679918864616,34.6569393157959,32.44707944294564,,
2023-05-16,36.27505114322737,37.13538878050782,36.08548597739619,36.863189697265625,10170200,34.666174507141115,35.50911979089733,54.05151258777365,-0.538880762684478,-1.0735625991137565,0.5346818364292785,36.911016941987945,34.666174507141115,32.421332072294284,,
2023-05-17,35.87647643282354,36.600716355983565,35.49248442408073,36.299354553222656,9646200,34.67784023284912,35.58438024445212,51.711441053757135,-0.4239790879653355,-0.9436458968840724,0.5196668089187368,36.953868332797654,34.67784023284912,32.40181213290059,,
2023-05-18,35.96883019322295,35.978549866991735,34.60784594580156,34.80227279663086,16761500,34.65888366699219,35.509893820850095,46.01505649275827,-0.4485500631361248,-0.844626730134483,0.3960766669983582,36.92410945758157,34.65888366699219,32.393657876402806,,
2023-05-19,34.617568227779806,34.73033646518601,33.83014117571887,34.0828971862793,11471500,34.63117790222168,35.3739893794624,43.5334624105774,-0.5200752341026913,-0.7797164309281247,0.2596411968254334,36.91030796875776,34.63117790222168,32.3520478356856,,
2023-05-22,34.98698043823242,35.53137117772216,34.802273258719445,34.98698043823242,10623700,34.694852638244626,35.33713138505954,47.374630740120075,-0.4980660888739407,-0.7233863625172879,0.2253202736433471,36.93875621727943,34.694852638244626,32.45094905920982,,
2023-05-23,34.21899440627469,34.70505965719227,33.99540483585863,34.063453674316406,7889100,34.759985351562506,35.215828745941145,44.07623743696649,-0.5488181404301926,-0.6884727180998689,0.1396545776696762,36.84559191595639,34.759985351562506,32.67437878716862,,
2023-05-24,33.421848651104774,33.71348706835263,32.58095411118341,32.93578338623047,13984400,34.74297313690186,34.998681568825845,40.37937313208599,-0.6722834101813433,-0.6852348565161638,0.0129514463348204,36.88159735989856,34.74297313690186,32.604348913905156,,
